rowid;name;part_sp;rate_abs;page_resp
80620;токувати;дієсл.;1;1613
80608;токін;;1;1613
80609;токіо-київ;;1;1613
80622;толерантніший;прикметник;1;1613
80623;толерування;;1;1613
80626;толкіну;;1;1613
80625;толкієна;;1;1613
80627;толок;ім. ж. р.;1;1613
80628;толстов;;1;1613
80629;толстунов;;1;1613
80630;толуол;ім. ч. р.;1;1613
80624;толєвим;;1;1613
80632;томакі;;1;1613
80633;томаківської;;1;1613
80634;томашем;;1;1613
80636;томашпільського;;1;1613
80635;томашівський;;1;1613
80638;томитися;дієсл.;1;1613
80643;томливий;прикметник;1;1613
80644;томлінсон;;1;1613
80645;томний;прикметник;1;1613
80646;томно;прислівн.;1;1613
80647;томос;;1;1613
80648;томпсон;;1;1613
80649;томський;прикметник;1;1613
80650;томськнафти;;1;1613
80651;томськнафти-внк;;1;1614
80655;тому що;прислівн.;1;1614
80656;тому-таки;прислівн.;1;1614
80640;томізм;ім. ч. р.;1;1613
80641;томіліна;;1;1613
80642;томіним;;1;1613
80657;тоневицький;;1;1614
80658;тонесенький;прикметник;1;1614
80659;тонзиліт;ім. ч. р.;1;1614
80662;тонконоженка;;1;1614
80663;тонконоженко;;1;1614
80664;тонна;ім. ч. р.;1;1614
80665;тоннажність;ім. ж. р.;1;1614
80666;тонно-кілометр;ім. ч. р.;1;1614
80660;тонізуючий;прикметник;1;1614
80661;тонік;ім. ч. р.;1;1614
80669;топ-500;;1;1614
80670;топ-7;;1;1614
80673;топ-гостем;;1;1614
80678;топ-новина;;1;1614
80679;топ-новиною;;1;1614
80668;топ200;;1;1614
80671;топаз;ім. ч. р.;1;1614
80672;топати;дієсл.;1;1614
80674;топинамбур;;1;1614
80675;топитися;дієсл.;1;1614
80676;топкапи;;1;1614
80677;топкий;ім. ж. р.;1;1614
80680;топограф;ім. ч. р.;1;1614
80681;топографо-геодезичний;прикметник;1;1614
80682;тополиний;прикметник;1;1614
80683;тополов;;1;1614
80684;тополог;ім. ч. р.;1;1614
80685;топологія;ім. ж. р.;1;1614
80686;топольній;;1;1614
80687;топчій;ім. ч. р.;1;1614
80688;тор-100;;1;1614
80690;торбешник;ім. ч. р.;1;1614
80691;торбйорн;;1;1614
80692;торбйорна;;1;1614
80693;торбохват;ім. ч. р.;1;1614
80694;торгати;дієсл.;1;1614
80695;торговельний;ім. ж. р.;1;1614
80696;торговельно-закупівельний;прикметник;1;1614
80697;торговельно-промисловий;прикметник;1;1614
80698;торговицької;;1;1614
80699;торговище;ім. с. р.;1;1614
80700;торгово-виробничий;;1;1614
80701;торгово-виставковий;прикметник;1;1615
80702;торезантрацит;;1;1615
80703;торезький;прикметник;1;1615
80704;торопці;;1;1615
80705;торохкотіння;ім. с. р.;1;1615
80706;торохтій;ім. ч. р.;1;1615
80707;торпедовано;форма на -но/-то;1;1615
80708;торрент;;1;1615
80711;торська;;1;1615
80709;торсійний;прикметник;1;1615
80710;торсінг;;1;1615
80712;тортуга;;1;1615
80713;тортурний;прикметник;1;1615
80714;торуна;;1;1615
80716;торунський;прикметник;1;1615
80715;торуні;;1;1615
80719;торф'яний;прикметник;1;1615
80717;торфовий;прикметник;1;1615
80718;торфорозробка;ім. ж. р.;1;1615
80720;торховим;;1;1615
80721;тотальність;ім. ж. р.;1;1615
80723;тото;;1;1615
80722;тотікова;;1;1615
80724;тоффлер;;1;1615
80725;тоха;;1;1615
80726;тоцьк;;1;1615
80727;точніший;прислівн.;1;1615
80728;тощо;част.;1;1615
80729;тп;;1;1615
80730;трабзон;;1;1615
80731;трабзона;;1;1615
80732;травень;займ.-прикм.;1;1615
80733;травень;прийм.;1;1615
80734;траверза;ім. ж. р.;1;1615
80735;травертиновий;прикметник;1;1615
80736;травиця;ім. ж. р.;1;1615
80739;травка;ім. ж. р.;1;1615
80740;травматолог;ім. ч. р.;1;1615
80741;травмування;ім. с. р.;1;1615
80742;травоїдний;прикметник;1;1615
80743;травя;;1;1615
80737;травіата;;1;1615
80738;травіати;;1;1615
80744;трагедия;;1;1615
80745;трагедійний;прикметник;1;1615
80746;трагік;ім. ч. р.;1;1615
80747;трагікомізм;;1;1615
80748;трагіфарс;ім. ч. р.;1;1615
80749;трагічність;ім. ж. р.;1;1615
80750;традиційний;ім. ж. р.;1;1615
80751;трайбалізм;ім. ч. р.;1;1616
80752;трайковський;;1;1616
80753;трактир;ім. ч. р.;1;1616
80754;трал-вал;;1;1616
80755;трал-вал-нал;;1;1616
80756;трал-вал-нал-2;;1;1616
80757;трал-валом;;1;1616
80758;тральщик;ім. ч. р.;1;1616
80759;трампчинський;;1;1616
80760;транзитний;ім. ж. р.;1;1616
80766;транс-ізомери;;1;1616
80762;трансадріатичним;;1;1616
80763;трансграничний;прикметник;1;1616
80764;трансдніпровську;;1;1616
80765;трансильванії;;1;1616
80768;транскордонний;ім. ж. р.;1;1616
80769;транскрибований;прикметник;1;1616
80772;трансльований;прикметник;1;1616
80773;трансляційний;прикметник;1;1616
80770;транслітерація;ім. ж. р.;1;1616
80771;транслітерований;прикметник;1;1616
80774;трансмашхолдинг;;1;1616
80775;трансмашхолдингу;;1;1616
80776;трансмісійний;прикметник;1;1616
80777;транснафти;;1;1616
80778;транснаціональний;ім. ж. р.;1;1616
80779;транснаціональність;;1;1616
80780;транснефти;;1;1616
80781;транснефтью;;1;1616
80782;транснєфть;;1;1616
80783;трансплантаційний;прикметник;1;1616
80784;транспонування;ім. с. р.;1;1616
80785;транспортерний;прикметник;1;1616
80786;транспортно-енергетичний;прикметник;1;1616
80787;транспортно-логістичним;;1;1616
80788;транспортно-логістичного;;1;1616
80789;транспортные;;1;1616
80790;транспортований;прикметник;1;1616
80791;транспортувальник;ім. ч. р.;1;1616
80792;транспортуючий;прикметник;1;1616
80793;трансрапідія;;1;1616
80795;транссибу;;1;1616
80794;транссибірський;прикметник;1;1616
80796;транстрьомера;;1;1616
80797;транстрьомеру;;1;1616
80798;трансформаційність;;1;1616
80799;трансформери;ім. ч. р.;1;1616
80800;трансформовано;форма на -но/-то;1;1616
80801;трансцендентність;ім. ж. р.;1;1617
80767;трансільванський;прикметник;1;1616
80761;траніхіїле;;1;1616
80802;трапилась;;1;1617
80803;траста;;1;1617
80804;трафити;дієсл.;1;1617
80805;трафляти;дієсл.;1;1617
80806;трах-бах;;1;1617
80807;трахея;ім. ж. р.;1;1617
80808;трахнути;дієсл.;1;1617
80810;трахтемирівщину;;1;1617
80809;трахтемирівщині;;1;1617
80811;трач;ім. ч. р.;1;1617
80812;трашутін;;1;1617
80814;треант;;1;1617
80815;треблінка;;1;1617
80816;треблінки;;1;1617
80818;требуховської;;1;1617
80817;требухів;;1;1617
80819;тревельян;;1;1617
80820;тревор;;1;1617
80822;трейдер;;1;1617
80823;трекер;;1;1617
80824;трекерів;;1;1617
80825;трель;ім. ж. р.;1;1617
80826;трелювальний;прикметник;1;1617
80827;трелювальник;ім. ч. р.;1;1617
80828;трелювання;ім. с. р.;1;1617
80829;тремтливий;прикметник;1;1617
80830;тренаж;ім. ч. р.;1;1617
80831;тренувальний;ім. ж. р.;1;1617
80832;тренчин;;1;1617
80833;тренчина;;1;1617
80834;треп;;1;1617
80835;трепак;;1;1617
80836;трепетати;дієсл.;1;1617
80837;треповський;;1;1617
80838;трептов-парку;;1;1617
80840;третьокурсниця;ім. ж. р.;1;1617
80841;третьорозрядний;прикметник;1;1617
80842;третьорядний;прикметник;1;1617
80843;третьосортний;прикметник;1;1617
80846;третякова;;1;1617
80839;третій;ім. ж. р.;1;1617
80871;три-майл;;1;1618
80895;три-центральний;;1;1618
80897;три-шестимісячний;прикметник;1;1618
80848;триб;ім. ч. р.;1;1617
80849;триба;ім. ж. р.;1;1617
80851;трибунний;прикметник;1;1618
80850;трибічний;прикметник;1;1617
80853;тривати;прислівн.;1;1618
80855;тривкість;ім. ж. р.;1;1618
80856;тривожніший;прикметник;1;1618
80854;тривіальність;ім. ж. р.;1;1618
80857;триголовий;прикметник;1;1618
80858;тригон;;1;1618
80859;тригуба;;1;1618
80860;тридев'ять;числ.;1;1618
80861;триденний;ім. ж. р.;1;1618
80862;тридцятиліття;ім. с. р.;1;1618
80863;тридцятимільйонний;прикметник;1;1618
80864;тридцятка;ім. ж. р.;1;1618
80866;тризна;ім. ж. р.;1;1618
80867;тризначний;прикметник;1;1618
80868;трикольоровий;прикметник;1;1618
80870;трильйонний;прикметник;1;1618
80869;триліси;;1;1618
80872;триматись;;1;1618
80873;тримач;ім. ч. р.;1;1618
80876;тримоторний;прикметник;1;1618
80874;тримільярдний;прикметник;1;1618
80875;тримісний;прикметник;1;1618
80877;тринадцать;;1;1618
80878;тринадцятеро;числ.;1;1618
80879;тринадцятилітній;прикметник;1;1618
80880;триніжок;ім. ч. р.;1;1618
80881;тринітрогліцерин;;1;1618
80883;трипольський;;1;1618
80884;трипольського;;1;1618
80882;триполітанії;;1;1618
80885;трипроцентний;прикметник;1;1618
80886;триразово;прислівн.;1;1618
80887;триріччя;ім. с. р.;1;1618
80888;триста-чотириста;;1;1618
80889;триступінчатий;прикметник;1;1618
80890;тритактний;прикметник;1;1618
80892;тритузного;;1;1618
80891;тритій;ім. ч. р.;1;1618
80893;трифазний;прикметник;1;1618
80894;трифко;;1;1618
80896;тричленний;прикметник;1;1618
80865;триєдність;ім. ж. р.;1;1618
80911;троглодит;ім. ч. р.;1;1619
80916;тройкасемеркатуз;;1;1619
80917;тройця;;1;1619
80918;троль;ім. ч. р.;1;1619
80919;тромбофлебіт;ім. ч. р.;1;1619
80920;тромсе;;1;1619
80921;тронд;;1;1619
80922;тронний;прикметник;1;1619
80923;тронхеймі;;1;1619
80924;тропар;ім. ч. р.;1;1619
80926;тропосфера;ім. ж. р.;1;1619
80925;тропіки;ім. множ.;1;1619
80927;тростян;;1;1619
80928;тротиловий;прикметник;1;1619
80929;трофима;;1;1619
80931;трофимову;;1;1619
80932;трофіка;ім. ж. р.;1;1619
80934;трохи;числ.;1;1619
80935;троцкого;;1;1619
80936;троцька;;1;1619
80937;троцькізм;ім. ч. р.;1;1619
80938;трошев;;1;1619
80939;трощення;ім. с. р.;1;1619
80940;трощено;форма на -но/-то;1;1619
80941;трощитися;дієсл.;1;1619
80942;трояновського;;1;1619
80943;троячка;ім. ж. р.;1;1619
80912;троєкуровському;;1;1619
80913;троєщинсько-вигурівської;;1;1619
80914;троєщинці;;1;1619
80915;троїцько-харцизької;;1;1619
80945;трубний;ім. ж. р.;1;1619
80946;трубопрокатний;прикметник;1;1619
80947;трудівське;;1;1619
80948;труманом;;1;1619
80949;трунок;ім. ч. р.;1;1619
80950;трупний;прикметник;1;1619
80951;трурль;;1;1620
80952;трусик;ім. ч. р.;1;1620
80993;трускавець-дрогобич;;1;1620
80995;трусової;;1;1620
80996;трутень;ім. ч. р.;1;1620
80997;труханов;;1;1620
80998;труханова;;1;1620
80999;труша;;1;1620
81000;трушенка;;1;1620
81001;трушенко;;1;1621
81002;трушенком;;1;1621
81003;трьохвідсотковий;;1;1621
81004;трьохлітній;прикметник;1;1621
81005;трьохсотріччя;ім. с. р.;1;1621
81007;трюкацтво;ім. с. р.;1;1621
81006;трюїзм;ім. ч. р.;1;1621
81009;трясовиння;ім. с. р.;1;1621
81010;тряський;прикметник;1;1621
81008;трясіння;ім. с. р.;1;1621
80847;трєскін;;1;1617
80898;тріадний;прикметник;1;1618
80899;трібо;;1;1618
80900;трігг;;1;1618
80901;трійник;ім. ч. р.;1;1619
80902;тріпати;дієсл.;1;1619
80903;тріпатися;дієсл.;1;1619
80904;тріполітанський;прикметник;1;1619
80905;тріскати;дієсл.;1;1619
80906;тріскотіння;ім. с. р.;1;1619
80907;трітцке;;1;1619
80908;тріумвірат;ім. ч. р.;1;1619
80909;тріумфаторка;ім. ж. р.;1;1619
80910;тріщинка;ім. ж. р.;1;1619
81011;тсоавіахім;ім. ч. р.;1;1621
81012;тсонги;;1;1621
81013;тсоу;;1;1621
81014;тт;;1;1621
81016;ту-95мс;;1;1621
81017;туба;ім. ж. р.;1;1621
81018;туберкулез;;1;1621
81019;тубільцi-ірландцi;ім. множ.;1;1621
81020;туган-барановським;;1;1621
81021;тужливо;прислівн.;1;1621
81022;тужно;прислівн.;1;1621
81023;туземець;ім. ч. р.;1;1621
81024;тузенкам;;1;1621
81025;тузик;ім. ч. р.;1;1621
81026;тузиков;;1;1621
81027;тузлу;;1;1621
81028;туйсузова;;1;1621
81029;тула;ім. ж. р.;1;1621
81031;туллій;;1;1621
81033;тулужі;;1;1621
81035;тулчя;;1;1621
81036;тульского;;1;1621
81038;тульчинський;прикметник;1;1621
81030;тулія;ім. ж. р.;1;1621
81039;тума;ім. ж. р.;1;1621
81040;туманець;ім. ч. р.;1;1621
81042;тумановим;;1;1621
81041;туманіти;дієсл.;1;1621
81043;тумаса;;1;1621
81044;тумасу;;1;1621
81045;тумблер;ім. ч. р.;1;1621
81046;туменовим;;1;1621
81047;тумінас;;1;1621
81048;тумінаса;;1;1621
81049;тун;ім. ч. р.;1;1621
81050;тунгуський;прикметник;1;1621
81051;тундра;ім. ж. р.;1;1622
81052;туниця;;1;1622
81053;тупак;ім. ч. р.;1;1622
81054;тупати;дієсл.;1;1622
81055;тупиковий;ім. ж. р.;1;1622
81056;тупити;дієсл.;1;1622
81057;тупицького;;1;1622
81058;тупицькому;;1;1622
81059;тупиця;ім. ж. р.;1;1622
81061;тупкараган;;1;1622
81062;тупотіння;ім. с. р.;1;1622
81060;тупіший;прикметник;1;1622
81076;тур-добротворець;;1;1622
81065;турб;;1;1622
81066;турбаза;ім. ж. р.;1;1622
81069;турбований;;1;1622
81070;турбогаз;;1;1622
81071;турбогвинтовий;прикметник;1;1622
81072;турбогенератор;ім. ч. р.;1;1622
81073;турбохід;ім. ч. р.;1;1622
81074;турбування;ім. с. р.;1;1622
81075;турбулентності-протести;;1;1622
81067;турбінка;ім. ж. р.;1;1622
81068;турбіної;;1;1622
81077;туристам-початківцям;;1;1622
81078;туристично-розважальний;;1;1622
81079;туристка;ім. ж. р.;1;1622
81088;туркестанський;прикметник;1;1622
81086;туркестанівка;;1;1622
81087;туркестанівку;;1;1622
81089;турки-османи;;1;1622
81092;туркменгаз;;1;1622
81094;туркселлом;;1;1622
81090;турківського;;1;1622
81091;турківщина;;1;1622
81096;турнеус;;1;1622
81097;туровська;;1;1622
81098;турпохід;ім. ч. р.;1;1622
81099;туррекремата;;1;1622
81100;турція;;1;1622
81101;турчак;;1;1623
81102;турчаком;;1;1623
81103;турчинка;ім. ж. р.;1;1623
81080;турівська;;1;1622
81081;турівській;;1;1622
81084;туріндустрія;;1;1622
81085;турітелла;;1;1622
81082;турієм;;1;1622
81104;тусок;ім. ч. р.;1;1623
81105;тустань;;1;1623
81107;тутечки;прислівн.;1;1623
81108;тутмос;;1;1623
81109;туть;;1;1623
81110;тушинський;прикметник;1;1623
81111;тушканчик;ім. ч. р.;1;1623
81112;тушкований;прикметник;1;1623
81113;тушкувати;дієсл.;1;1623
81114;тушуватися;дієсл.;1;1623
81115;тхай;;1;1623
81116;тхеквондо;;1;1623
81118;тьма;ім. ж. р.;1;1623
81119;тьмяний;прикметник;1;1623
81120;тьомі;;1;1623
81121;тьонніса;;1;1623
81122;тьху-тьху;част.;1;1623
81123;тьюрінга;;1;1623
81124;тьютор;;1;1623
81125;тьютора;;1;1623
81117;тьєррі;;1;1623
81126;тюдор;;1;1623
81128;тюк;ім. ч. р.;1;1623
81129;тюлевий;прикметник;1;1623
81131;тюленячий;прикметник;1;1623
81130;тюленєв;;1;1623
81132;тюлька;ім. ж. р.;1;1623
81133;тюменщини;;1;1623
81134;тюрго;;1;1623
81135;тюремний;ім. ж. р.;1;1623
81137;тюрингія;;1;1623
81136;тюрингії;;1;1623
81139;тюрколог;ім. ч. р.;1;1623
81140;тюркологія;ім. ж. р.;1;1623
81138;тюркізм;ім. ч. р.;1;1623
81141;тюрюканова;;1;1623
81142;тюряга;ім. ж. р.;1;1623
81143;тютюнний;;1;1623
81144;тютюнников;;1;1623
81145;тютюнного;;1;1623
81146;тюфтелька;ім. ж. р.;1;1623
81147;тюфякової;;1;1623
81127;тюїльрі;;1;1623
81148;тявкати;дієсл.;1;1623
81149;тягар;займ.-прикм.;1;1623
81150;тягач;ім. ч. р.;1;1623
81151;тягинку;;1;1624
81152;тягином;;1;1624
81153;тягло;ім. с. р.;1;1624
81154;тягнибоки;;1;1624
81155;тягота;ім. ж. р.;1;1624
81156;тягучий;прикметник;1;1624
81157;тяжпромелектропроект;;1;1624
81158;тяжчий;прикметник;1;1624
81159;тяньанмень;;1;1624
81160;тяньаньминь;;1;1624
81162;тяньваньської;;1;1624
81161;тяньвані;;1;1624
80276;тёплая;;1;1606
80392;тєдєєва;;1;1608
80393;тєдєєву;;1;1608
80394;тєрьохіна;;1;1608
80395;тєшінско;;1;1608
80396;тєшінського;;1;1608
80497;тібетець;ім. ч. р.;1;1610
80498;тібор;;1;1610
80500;тігрюля;ім. ж. р.;1;1610
80499;тігіпкової;;1;1610
80502;тіка;;1;1611
80503;тілогрійка;ім. ж. р.;1;1611
80504;тілоохоронці;;1;1611
80505;тілтоном;;1;1611
80506;тільзітського;;1;1611
80507;тільки і;част.;1;1611
80509;тільки-от;;1;1611
80510;тільник;ім. ч. р.;1;1611
80511;тільняшка;ім. ж. р.;1;1611
80512;тільо;;1;1611
80514;тіматі;;1;1611
80517;тімонькін;;1;1611
80518;тімонькіна;;1;1611
80516;тімішоари;;1;1611
80522;тін-тін;;1;1611
80520;тіно;;1;1611
80523;тіну;;1;1611
80524;тіорх;;1;1611
80525;тіпати;дієсл.;1;1611
80526;тірас;;1;1611
80527;тіресія;;1;1611
80528;тірке;;1;1611
80529;тірольський;прикметник;1;1611
80530;тісато;;1;1611
80531;тіснити;дієсл.;1;1611
80532;тіснитися;дієсл.;1;1611
80533;тіснувато;прислівн.;1;1611
80534;тісом;;1;1611
80535;тіссена;;1;1611
80536;тістола;;1;1611
80537;тітек;;1;1611
80538;тітовця;;1;1611
80539;тітом;;1;1611
80540;тітчин;прикметник;1;1611
80541;тіунова;;1;1611
80542;тіунової;;1;1611
80543;тіфані;;1;1611
80544;тішаєва;;1;1611
80545;тіщенко;;1;1611
80501;тііт;;1;1611
81164;у;абревіатура;1;1624
81165;у дусі;прийм.;1;1624
81166;у плані;прийм.;1;1624
81168;у справах;прийм.;1;1624
81169;у-1;;1;1624
81170;у-2;;1;1624
81171;у-4;;1;1624
81837;у-у-у-у-у;;1;1637
81848;у-хромосоми;;1;1637
81849;у-хромосомою;;1;1637
81172;уjеди;;1;1624
81173;уuріtеr;;1;1624
81174;уаhоо;;1;1624
81175;уад;;1;1624
81176;уайлда;;1;1624
81177;уайтекер;;1;1624
81178;убезу;;1;1624
81179;уберегтися;дієсл.;1;1624
81180;уберігатися;дієсл.;1;1624
81181;убиватися;дієсл.;1;1624
81182;убирати;дієсл.;1;1624
81183;убито;форма на -но/-то;1;1624
81184;убить;;1;1624
81185;ублагати;дієсл.;1;1624
81186;ублажити;дієсл.;1;1624
81187;убогий;ім. ж. р.;1;1624
81188;убозу;;1;1624
81189;убоп;;1;1624
81190;убоятися;дієсл.;1;1624
81191;убраний;прикметник;1;1624
81192;убсу-нур;;1;1624
81193;убування;ім. с. р.;1;1624
81218;ув'язаний;прикметник;1;1625
81219;ув'язано;форма на -но/-то;1;1625
81220;ув'язатися;дієсл.;1;1625
81222;ув'язнитися;дієсл.;1;1625
81223;ув'язування;ім. с. р.;1;1625
81224;ув'язувати;дієсл.;1;1625
81195;уван;;1;1624
81196;уваров;;1;1624
81197;уварова;;1;1624
81198;уварової;;1;1624
81199;уварову;;1;1624
81200;увезений;прикметник;1;1624
81201;увезення;ім. с. р.;1;1625
81202;увергнути;дієсл.;1;1625
81203;увидіти;дієсл.;1;1625
81204;увиразнюватися;дієсл.;1;1625
81212;увкг;;1;1625
81213;увм;;1;1625
81214;увозити;дієсл.;1;1625
81215;увозитися;дієсл.;1;1625
81216;увтз;;1;1625
81217;уву;;1;1625
81205;увігнутий;прикметник;1;1625
81206;увідний;прикметник;1;1625
81207;увіковічення;ім. с. р.;1;1625
81208;увіковічити;дієсл.;1;1625
81209;увінчання;ім. с. р.;1;1625
81210;увіпхнути;дієсл.;1;1625
81211;увічливий;прикметник;1;1625
81194;ув’язнення;ім. с. р.;1;1624
81225;угамування;ім. с. р.;1;1625
81226;угамувати;дієсл.;1;1625
81227;угамуватися;дієсл.;1;1625
81228;угб;;1;1625
81229;уге;;1;1625
81230;угедей;;1;1625
81231;угедея;;1;1625
81232;угерський;;1;1625
81234;угледівши;;1;1625
81235;угноювати;дієсл.;1;1625
81237;угодний;прикметник;1;1625
81238;угодовський;прикметник;1;1625
81239;угодсько-заводського;;1;1625
81241;уголовное;;1;1625
81242;угольников;;1;1625
81240;уголёк;;1;1625
81243;уготований;прикметник;1;1625
81244;угр;ім. ч. р.;1;1625
81245;угрин;;1;1625
81247;угринові;;1;1625
81246;угринів;;1;1625
81248;угро-фінський;прикметник;1;1625
81249;угрощини;;1;1625
81251;удавано;прислівн.;1;1626
81250;удаваність;ім. ж. р.;1;1625
81252;удаватися;дієсл.;1;1626
81253;удавити;дієсл.;1;1626
81254;удавка;ім. ж. р.;1;1626
81255;удалової;;1;1626
81256;удальцовій;;1;1626
81257;ударяти;дієсл.;1;1626
81258;удатний;прикметник;1;1626
81259;удб;;1;1626
81260;удвадцятьох;прислівн.;1;1626
81261;удев'яте;прислівн.;1;1626
81262;уделов;;1;1626
81263;удельный;;1;1626
81264;удивительное;;1;1626
81265;удихнути;дієсл.;1;1626
81269;удмуртський;прикметник;1;1626
81270;удобрений;прикметник;1;1626
81272;удовиця;ім. ж. р.;1;1626
81273;удода;;1;1626
81274;удодом;;1;1626
81275;удосконалитися;дієсл.;1;1626
81266;уділити;дієсл.;1;1626
81267;удільний;прикметник;1;1626
81268;удінцев;;1;1626
81276;уеllоw;;1;1626
81277;уеs;;1;1626
81278;уеs-2010;;1;1626
81279;уеан;;1;1626
81280;уебстер;;1;1626
81281;уеда;;1;1626
81282;уездного;;1;1626
81283;уезжайте;;1;1626
81285;уейка;;1;1626
81286;уейлс;;1;1626
81287;уеллса;;1;1626
81288;уелш;;1;1626
81289;уельбека;;1;1626
81290;уельський;прикметник;1;1626
81291;уемблі;;1;1626
81292;уенерівський;прикметник;1;1626
81294;ужас;;1;1626
81295;ужва;;1;1626
81296;уже;част.;1;1626
81297;ужитий;прикметник;1;1626
81298;ужито;форма на -но/-то;1;1626
81299;ужиття;ім. с. р.;1;1626
81300;ужоцький;прикметник;1;1626
81301;ужтепло;;1;1627
81302;узагальнюватися;дієсл.;1;1627
81303;узаконювання;ім. с. р.;1;1627
81304;узаконюватися;дієсл.;1;1627
81305;узбекистан-туркменистан;;1;1627
81306;узвичаїти;дієсл.;1;1627
81307;узгоджувальний;прикметник;1;1627
81308;узд-апарата;;1;1627
81309;узд-обстеження;;1;1627
81310;узелков;;1;1627
81311;узинський;прикметник;1;1627
81312;узкатегі;;1;1627
81313;узурповано;форма на -но/-то;1;1627
81314;узький;прикметник;1;1627
81315;узяток;ім. ч. р.;1;1627
81316;уинстон;;1;1627
81324;уйгур;ім. ч. р.;1;1627
81325;укадер;;1;1627
81326;указка;ім. ж. р.;1;1627
81327;указуватися;дієсл.;1;1627
81328;указы;;1;1627
81329;укарбований;прикметник;1;1627
81330;уквар;;1;1627
81331;уквітчаний;прикметник;1;1627
81332;уквітчати;дієсл.;1;1627
81333;укгс;;1;1627
81334;укдб;;1;1627
81335;укинути;дієсл.;1;1627
81336;уклавши;дієприсл.;1;1627
81337;укладальник;ім. ч. р.;1;1627
81338;укластися;дієсл.;1;1627
81339;уклейка;ім. ж. р.;1;1627
81341;уклон;ім. ч. р.;1;1627
81342;уклонитися;дієсл.;1;1627
81343;уклонятися;дієсл.;1;1627
81344;укляклий;дієсл.;1;1627
81340;уклінно;прислівн.;1;1627
81345;укоко;;1;1627
81346;уколоти;дієсл.;1;1627
81347;укомплектовувати;дієсл.;1;1627
81348;укон;;1;1627
81349;укоопспілка;ім. ж. р.;1;1627
81350;укоренитися;дієсл.;1;1627
81351;укоренятися;дієсл.;1;1628
81355;укорочувати;дієсл.;1;1628
81352;укоріненість;ім. ж. р.;1;1628
81353;укорінювати;дієсл.;1;1628
81354;укорінюватися;дієсл.;1;1628
81356;укотре;прислівн.;1;1628
81357;укр;;1;1628
81358;украïна;;1;1628
81359;украïну;;1;1628
81360;украгролізинг;;1;1628
81361;украгролізингу;;1;1628
81362;украине;ім. ж. р.;1;1628
81363;украинские;;1;1628
81364;украинского;;1;1628
81365;украинцы;;1;1628
81409;украплено;форма на -но/-то;1;1629
81410;украстро;;1;1629
81411;укратомпром;;1;1629
81366;украінє;;1;1628
81367;україець;;1;1628
81368;україна-2011;;1;1628
81369;україна-3000;;1;1628
81370;україна-азербайджан;;1;1628
81371;україна-англія;;1;1628
81372;україна-всесвіт;;1;1628
81376;україна-жертва;;1;1628
81377;україна-китай;;1;1628
81378;україна-кіпр;;1;1628
81379;україна-литва;;1;1628
81380;україна-нато;;1;1628
81381;україна-недоросія;;1;1628
81382;україна-польща;;1;1628
81373;україна-єбрр;;1;1628
81374;україна-євросоюз;;1;1628
81375;українаєс;;1;1628
81385;україни-руси;;1;1628
81383;україни4;;1;1628
81384;україниелектроннй;;1;1628
81390;україно-американський;ім. ж. р.;1;1628
81392;україно-норвезькі;;1;1628
81394;україно-французький;;1;1628
81395;україно-французького;;1;1628
81397;україно-швейцарське;;1;1628
81391;українознавчий;прикметник;1;1628
81393;українофільський;прикметник;1;1628
81396;україночка;ім. ж. р.;1;1628
81399;україною-руссю;;1;1628
81398;україною-єс;;1;1628
81401;українсько-грузинський;прикметник;1;1629
81402;українсько-канадського;;1;1629
81403;українсько-молдовський;прикметник;1;1629
81404;українсько-німецька;;1;1629
81405;українсько-угорський;ім. ж. р.;1;1629
81406;українсько-французький;;1;1629
81407;українсько-французького;;1;1629
81408;українсько-чорноморського;;1;1629
81400;українськість;ім. ж. р.;1;1628
81386;україні-2011;;1;1628
81387;україні-2012;;1;1628
81388;українізм;ім. ч. р.;1;1628
81389;україніст;ім. ч. р.;1;1628
81412;укрбантехніка;;1;1629
81413;укрвакцині;;1;1629
81414;укрводгео;;1;1629
81415;укрводсервіс;;1;1629
81416;укргаз;;1;1629
81418;укргаз-енер;;1;1629
81419;укрглавпрофобра;;1;1629
81420;укрдержконцерт;;1;1629
81421;укрексимбанку;;1;1629
81422;укрексіму;;1;1629
81423;укренерговугілля;;1;1629
81424;укренерготранссервіс;;1;1629
81425;укрепиться;;1;1629
81427;укрзахідпроектреставрації;;1;1629
81428;укрземпроект;;1;1629
81429;укрзернопром-агро;;1;1629
81430;укрзовнішекономбанк;;1;1629
81431;укрзовнішекономбанку;;1;1629
81432;укрити;дієсл.;1;1629
81433;укриття-2;;1;1629
81438;укркокс;;1;1629
81439;укркоксу;;1;1629
81440;укрконцерту;;1;1629
81441;укрмедбіопрому;;1;1629
81442;укрметротунельпроект;;1;1629
81443;укрметртестстандартом;;1;1629
81445;укрмостобуд;;1;1629
81444;укрмісцевпром;;1;1629
81446;укрнафтогазкомплект;;1;1629
81447;укрнацпроект;;1;1629
81448;укрндісхом;;1;1629
81449;укроборонсервісом;;1;1629
81450;укрпожсервіс;;1;1629
81451;укрправду;;1;1630
81453;укрпромзов;;1;1630
81454;укрпромзовнішекспертизи;;1;1630
81456;укрпромпроект;;1;1630
81455;укрпромінвест;;1;1630
81457;укрресурсзабезпечення;;1;1630
81458;укррибфлот;;1;1630
81459;укррослізинг;;1;1630
81460;укррослізингу;;1;1630
81461;укрсиббанку;;1;1630
81462;укрспецекспортом;;1;1630
